Licence No.,Premises Name,Premises Address,場所名稱,場所地址,Premises Phone No.,Premises Fax No.,Premises Email Address
H/4991,PEARL PREMIUM GUEST HOUSE,"Flat F2, 10/F, Block F,Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",PEARL PREMIUM GUEST HOUSE,九龍尖沙咀彌敦道58號美麗都大廈F座10字樓F2室,2368 4525,2368 4526,booking@premiumguesthouse.com
H/4993,SUN HUA HOTEL,"Flat E, 6/F, Lucky House,22 Jordan Road,Jordan, Kowloon.",申花賓館,九龍佐敦佐敦道22號鴻運大廈6字樓E室,2735 3988,,
H/4997,SUNSHINE GUEST HOUSE,"Flat D3, 15/F, Block D,Chungking Mansion, 40 Nathan Road,Tsim Sha Tsui, Kowloon.",SUNSHINE GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈D座15字樓D3室,2721 2900,2111 4508,
H/5001,APPLE INN,"Flat D, 4/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",蘋果旅館,香港銅鑼灣利園山道70號鳳鳴大廈4字樓D室,3462 3333,3157 7422,info@applehotel.hk
H/5004,LEISURE HOSTEL,"Flat D3, 12/F, Block D,Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",曉逸賓館,九龍尖沙咀彌敦道40號重慶大廈D座12字樓D3室,2493 9100/9139 5311,2493 5828,gphongkong@gmail.com
H/5005,HOTEL INDIGO HONG KONG ISLAND,"246 Queen's Road East, Wan Chai, Hong Kong.",HOTEL INDIGO HONG KONG ISLAND,香港灣仔皇后大道東246號,3926 3888,2893 3306,
H/5011,NUTS HOTEL,"Flat B, 4/F, Mercantile House,186 Nathan Road, Tsim Sha Tsui, Kowloon.",諾士精品酒店,九龍尖沙咀彌敦道186號有利大廈4字樓B室,3461 0360,,nutshotel@gmail.com
H/5012,COMFORT GUEST HOUSE,"Flat C5, 10/F, Block C,Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",安逸賓館,九龍尖沙咀彌敦道40號重慶大廈C座10字樓C5室,2152 9968,3585 3905,comfortguesthouse1@gmail.com
H/5013,8 DAYS BOUTIQUE HOTEL (HONG KONG) LIMITED,"Flat C, 10/F, Kingland Apartments,739 Nathan Road, Mong Kok,Kowloon.",8天時尚酒店(香港)有限公司,九龍旺角彌敦道739號金輪大廈10字樓C室,2380 0355,3493 6934/2440 8498,
H/5015,CHILLOUT HOLIDAYS INN (HONG KONG) CO LIMITED,"Flat F, 5/F, National Court,242 Nathan Road, Jordan, Kowloon.",青樓假日(香港)有限公司,九龍佐敦彌敦道242號立信大廈5字樓F室,9249 1497,,
H/5016,CALIFORNIA HOTEL 2,"Flat B1(Portion), B2 & C(Portion), 4/F,Golden Crown Court, 68 Nathan Road,Tsim Sha Tsui, Kowloon.",加洲酒店2,"九龍尖沙咀彌敦道68號金冠大廈4字樓B1(部分), B2及C(部分)室",2723 1312,2723 1369,booking@californiahotelhk.com
H/5018,CRAFA HARBOUR HOTEL,"G/F(Portion), 3/F-28/F & Upper Roof, 217-218 Gloucester Road, Wan Chai, Hong Kong.",嘉富海景酒店,香港灣仔告士打道217-218號地下(部分)3-28字樓及天台高層,3996 2888,3754 1568,
H/5019,ICON INN,"Flat E3, 11/F, Block E, Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",ICON INN,九龍尖沙咀彌敦道40號重慶大廈E座11字樓E3室,9876 6950,2771 8986,info@iconinnhk.com
H/5024,PINE INN,"Flat 23, 12/F, Man Ying Building, 2-24 Man Ying Street,Jordan, Kowloon.",栢麗旅館,九龍佐敦文英街2-24號文英樓12字樓23室,6620 9366,,
H/5028,WELCOME INN,"Flat D, 2/F, Wing Lee Building,27-33 Kimberley Road, Tsim Sha Tsui,Kowloon.",WELCOME INN,九龍尖沙咀金巴利道27-33號永利大廈2字樓D室,2312 2689,,welcomeinn0627@gmail.com
H/5031,URBAN PACK,"Flat 10, 14/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",休閒小窩,九龍尖沙咀彌敦道101號海防大廈14字樓10室,2732 2271,2732 2271,reception@urban_pack.com
H/5034,NEW RELIANCE INN,"Flat C6, 5/F, Block C,Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",新萊斯賓館,九龍尖沙咀彌敦道40號重慶大廈C座5字樓C6室,,,
H/5036,HK TAI SAN GUESTHOUSE,"Flat 1, 9/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",香港泰山賓館,九龍尖沙咀彌敦道101號海防大廈9字樓1室,,,
H/5042,CHINA GUEST HOUSE,"Flat A5, 7/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",中國賓館,九龍尖沙咀彌敦道58號美麗都大廈A座7字樓A5室,9630 5533,,
H/5044,THE NIGHT,"Flat E2, 5/F, Thai Kong Building,482 Hennessy Road, Causeway Bay,Hong Kong.",暮舍,香港銅鑼灣軒尼詩道482號泰港大廈5字樓E2室,9383 1757,,thenighthongkong@gmail.com
H/5052,INNSPIRIT,"6/F, Long Wah Building,21 Lock Road, Tsim Sha Tsui,Kowloon.",INNSPIRIT,九龍尖沙咀樂道21號龍華大廈6字樓,5411 6203,,customer.info@innspirit.hk
H/5053,GLOBAL HOLIDAY HOME,"Flat K, 7/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",萬成假日賓館,香港銅鑼灣利園山道70號鳳鳴大廈7字樓K室,2570 6888,2570 6222,wanlihotel@gmail.com
H/5056,KK HOTEL,"Flat C2, D1, D2, 2/F, Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",K K 酒店,"九龍尖沙咀彌敦道87號華源大廈2字樓C2, D1, D2室",6631 8366,,kkhotelhk@hotmail.com
H/5061,PANDA'S HOSTEL,"Flat A, 7/F, Kam Ma Building,16 Cameron Road,Tsim Sha Tsui, Kowloon.",熊貓旅館,九龍尖沙咀金馬倫道16號金馬大廈7字樓A室,6124 9222,,
H/5067,DHILLON HOTEL,"Flat E4, 10/F, Block E,Chungking Mansion, 40 Nathan Road,Tsim Sha Tsui, Kowloon.",DHILLON HOTEL,九龍尖沙咀彌敦道40號重慶大廈E座10字樓E4室,3104 1651,2368 3344,dhillonhostelshk@gmail.com
H/5078,WORLD WIDE GUEST HOUSE,"Flat A, 6/F, Windsor Mansion,29-31 Chatham Road South, Tsim Sha Tsui, Kowloon.",WORLD WIDE GUEST HOUSE,九龍尖沙咀漆咸道南29-31號溫莎大廈6字樓A室,2311 3550,2625 5998,apinder@netvigator.com
H/5079,FONG CHE HO HAU SUMMER HOUSE,"Flat B, G/F,Block 9, Bela Vista Villa,DD CC 1491, Cheung Chau.",芳姐可口渡假屋,長洲長洲地段第1491號東堤小築9座地下B室,2981 7170,,
H/5080,AUSTRALIA LOUNGE,"Flat A8, 8/F, Block A,Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",AUSTRALIA LOUNGE,九龍尖沙咀彌敦道40號重慶大廈A座8字樓A8室,2311 2170,3743 5334,
H/5083,TRAVEL LODGE 2,"2/F, 307-309 Lai Chi Kok Road,Sham Shui Po,Kowloon.",TRAVEL LODGE 2,九龍深水埗茘枝角道307-309號2字樓,3899 0500,2420 8099,
H/5084,FONG CHE HO HAU SUMMER HOUSE,"Flat D, 1/F,Block 11, Bela Vista Villa,DD CC 1491, Cheung Chau",芳姐可口渡假屋,長洲長洲地段1491號東堤小築11座1字樓D室,2981 7170,,
H/5085,COMFORT GUEST HOUSE,"Flat F3, 8/F, Block F, Mirador Mansion,58 Nathan Road,Tsim Sha Tsui, Kowloon.",長榮賓館,九龍尖沙咀彌敦道58號美麗都大廈F座8字樓F3室,2311 6987,2191 9358,
H/5088,TRAVEL LODGE 4,"4/F, 307-309 Lai Chi Kok Road,Sham Shui Po,Kowloon.",TRAVEL LODGE 4,九龍深水埗茘枝角道307-309號4字樓,3899 0500,3188 5672,
H/5089,NEW EURO ASIA GUEST HOUSE,"Flat E3, 7/F, Block E,Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",NEW EURO ASIA GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈E座7字樓E3室,6444 0961,,
H/5093,TRAVEL LODGE 6,"6/F, 307-309 Lai Chi Kok Road,Sham Shui Po, Kowloon.",TRAVEL LODGE 6,九龍深水埗茘枝角道307-309號6字樓,3899 0500,3188 5672,res1@metroplace-hotels.com
H/5094,GREATER CHINA GUEST HOUSE,"Flat D, 13/F, Kim Tak Building,328-342A Nathan Road,Yau Ma Tei, Kowloon.",大中國賓館,九龍油麻地彌敦道328-342A號儉德大廈13字樓D室,5402 3487,,lailuk1227@yahoo.com
H/5097,ROCK INN LIMITED,"Flat 14R, 2/F, Granville Building,12 Granville Road, Tsim Sha Tsui,Kowloon.",形品旅館有限公司,九龍尖沙咀加連威老道12號加連威大廈2字樓14R室,6308 0070,,
H/5098,TRAVEL LODGE 8,"8/F, 307-309 Lai Chi Kok Road,Sham Shui Po, Kowloon.",TRAVEL LODGE 8,九龍深水埗茘枝角道307-309號8字樓,3899 0500,3188 5672,res1@metroplace-hotels.com
H/5100,南北賓館,"Flat 13, 13/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",南北賓館,九龍旺角彌敦道607號新興大廈13字樓13室,6033 0865,,
H/5102,SOLAR TOWER,"G/F-2/F, House 7E,Tai Yuk Road, Ma Wan,New Territories.",太陽館,新界馬灣體育路7號E屋地下至2字樓,8201 1122,2907 1107,solar@skhwc.org.hk
H/5106,MONGKOK STAR MOON INN,"Flat 2402, 24/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",旺角星月賓館,九龍旺角彌敦道607號新興大廈24字樓2402室,,,mk1812mk@qq.com
H/5107,KUM LOONG HOTEL,"Flat B(Portion), 4/F, May Ming Mansion,312 Nathan Road, Jordan, Kowloon.",鑫鑨酒店,九龍佐敦彌敦道312號美明大廈4字樓B室部份,93860555,2970 0808,
H/5109,GUAN GXI GUEST HOUSE,"Flat D & E, 10/F, New Lucky House,15 Jordan Road,Jordan, Kowloon.",廣西賓館,九龍佐敦佐敦道15號華豐大廈10字樓D及E室,3487 6328,,
H/5112,TAI WAH HOSTEL,"Flat B1, 16/F,Mirador Mansion, 58 Nathan Road,Tsim Sha Tsui, Kowloon.",大華旅館,九龍尖沙咀彌敦道58號美麗都大廈16字樓B1室,5270 4448,,info@mytaiwah.com
H/5115,LUCKY HOSTEL,"1/F,119 Kweilin Street,Sham Shui Po, Kowloon.",好運賓館,九龍深水埗桂林街119號2樓,2346 1098,,
H/5117,LEMON'S GUEST HOUSE,"Flat E, 4/F, Union Mansion,33-35 Chatham Road South,Tsim Sha Tsui, Kowloon.",LEMON'S GUEST HOUSE,九龍尖沙咀漆咸道南33-35號友聯大廈4字樓E室,,,
H/5119,ECO TREE HOTEL,"G/F, 7/F-24/F,160 Des Voeux Road West,Sheung Wan, Hong Kong.",頤庭酒店,"香港上環德輔道西160號地下, 7-24字樓",2217 1888,2217 1777,pearlma888@gmail.com
H/5122,SHINING HOTEL,"Flat C3, 2/F, Block C,Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",晶亮賓館,九龍尖沙咀彌敦道87號華源大廈C座2字樓C3室,6096 9958,,
H/5123,HUNG KIU GUEST HOUSE,"Flat C3 & B5, 8/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",虹橋賓館,九龍尖沙咀彌敦道58號美麗都大廈8字樓C3及B5室,2312 1505,,
H/5125,新上海賓館,"Flat B1, Block B,5/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新上海賓館,九龍尖沙咀彌敦道40號重慶大廈B座5字樓B1室,3591 3523,,
H/5131,HOME PLUS INN ,"10/F, Sze Bo Building,63 Hennessy Road,Wan Chai, Hong Kong.",HOME PLUS INN ,香港灣仔軒尼詩道63號四寶大廈10字樓,9610 0960,,homeplusinn@hotmail.com
H/5132,KING GUEST HOUSE,"Flat C, 15/F, Kim Tak Building,328-342A Nathan Road, Yau Ma Tei,Kowloon.",皇廷旅店,九龍油麻地彌敦道328-342A號儉德大廈15字樓C室,9609 8667,3905 7684,welldoneco@ymail.com
H/5133,PO LEUNG KUK JOCKEY CLUB TAI TONG HOLIDAY CAMP (PHASE III),"31 Tai Tong Shan Road,Yuen Long, N.T.",保良局賽馬會大棠渡假村(第三期),新界元朗大棠山道31號,2478 1332,2442 3869,tt@poleungkuk.org.hk
H/5134,HOMY INN NORTH POINT,"8/F-9/F, Seng Ming Court,375 -377 King's Road, North Point, Hong Kong.",灝美連鎖式旅舍北角店,香港北角英皇道375-377號成明閣8-9字樓,8100 0189,,
H/5141,HOME PLUS INN ,"7/F, Sze Bo Building, 63 Hennessy Road,Wan Chai, Hong Kong.",HOME PLUS INN ,香港灣仔軒尼詩道63號四寶大廈7字樓,9610 0960,,homeplusinn@hotmail.com
H/5144,K & B HOSTEL,"Flat M, 3/F, New Lucky House,15 Jordan Road, Jordan,Kowloon.",K & B HOSTEL,九龍佐敦佐敦道15號華豐大廈3字樓M室,6888 4481,,
H/5147,SANDHU HOTEL,"Flat A&B, 13/F, Harilela Mansion,81 Nathan Road, Tsim Sha Tsui, Kowloon.",SANDHU HOTEL,九龍尖沙咀彌敦道81號喜利大廈13字樓A&B室,3620 3825,2111 4508,
H/5155,HK GARDEN HOTEL CO. LIMITED,"Flat 416, 4/F, Sincere House,83 Argyle Street, Mong Kok,Kowloon.",港森園酒店有限公司,九龍旺角亞皆老街83號先施大廈4字樓416室,3167 9608,3167 9608,gigichen0424@gmail.com
H/5156,BO YI HOTEL,"Flat 1913, 19/F, Sun Hing Building,607 Nathan Road, Mong Kok,Kowloon.",博易賓館,九龍旺角彌敦道607號新興大廈19字樓1913室,6501 1012,,
H/5157,樂道賓館,"3/F, Long Wah Building,21 Lock Road, Tsim Sha Tsui,Kowloon.",樂道賓館,九龍尖沙咀樂道21號龍華大廈3字樓,2369 0733,,dcml2008@gmail.com
H/5158,HE & SHE'S GUEST HOUSE,"Flat A8, 7/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",百利濠賓館,九龍尖沙咀彌敦道58號美麗都大廈A座7字樓A8室,2882 7777,2723 8233,lilygardenguesthouse@ymail.com
H/5160,MIN HING HOUSE,"Flat 13, 15/F, Middle Block,Man Yuen Building, 2-24 Man Yuen Street,Jordan, Kowloon.",文興賓館,九龍佐敦文苑街2-24 號文苑樓中座15字樓13室,,,
H/5162,AMERICAN PREMIUM GUEST HOUSE,"Flat A5, 15/F, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",AMERICAN PREMIUM GUEST HOUSE,九龍尖沙咀彌敦道58號美麗都大廈15字樓A5室,2732 2666,2368 4526,accounts@premiumguesthouse.com
H/5164,新蜂巢旅館,"Flat 9, 12/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",新蜂巢旅館,九龍油麻地彌敦道385號平安大樓12字樓9室,2780 8168,2332 9856,
H/5165,HOO SANG HOSTEL,"Flat 2004, 20/F, Sun Hing Building,607 Nathan Road, Mong Kok,Kowloon.",豪生文旅,九龍旺角彌敦道607號新興大廈20字樓2004室,2148 2201,,hoosangbookshop@@gmail.com
H/5166,MEI KING GUESTHOUSE,"Flat 1710, 17/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",美景賓館,九龍旺角彌敦道607號新興大廈17字樓1710室,6060 9733,,
H/5169,INN DE GO,"Flat B4, 12/F,Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",迪高酒店,九龍尖沙咀彌敦道87號華源大廈12字樓B4室,,,
H/5170,POPWAY HOTEL,"G/F(Portion), 1/F(portion), 2/F-18/F,Highgrade Building, 117 Chatham Road South,Tsim Sha Tsui, Kowloon.",珀薈酒店,"九龍尖沙咀漆咸道南117號崇基商業大廈地下(部份), 1字樓(部份), 2-18字樓",2117 3838,2117 3369,info@popway.com.hk
H/5172,MOTEL HAPPY PEACH,"Flat B, 6/F(Rear Portion of 6/F),Granville Building, 14 Granville Road, Tsim Sha Tsui, Kowloon.",樂桃賓館公司,九龍尖沙咀加連威老道14號加連威大廈6字樓(6字樓後座部分)B室,2368 3886/3461 0147,,
H/5175,港興賓館,"Flat 1417, 14/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",港興賓館,九龍旺角彌敦道607號新興大廈14字樓1417室,2556 6711,2556 6712,
H/5180,SLEEP INN,"Flat F2, 11/F, Block F,Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",SLEEP INN,九龍尖沙咀彌敦道58號美麗都大廈F座11字樓F2室,2116 2061,2739 8100,sleepinhotel@gmail.com
H/5181,ABLE VANTAGE GUESTHOUSE COMPANY LIMITED,"Flat E, 22/F,Continental Mansion, 294 King's Road,North Point, Hong Kong.",添利賓館有限公司,香港北角英皇道294號五洲大廈22字樓E室,2376 0720/9018 9183,2376 3918,albert@chinglee.hk
H/5182,7 DAYS ( HONG KONG ) HOTEL,"Flat 1507, 15/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",7天(香港)酒店,九龍旺角彌敦道607號新興大廈15字樓1507室,6137 3041,2794 9479,
H/5183,VV GUESTHOUSE,"Flat E, 11/F, Kingland Apartments,739 Nathan Road,Mong Kok, Kowloon.",維維賓館,九龍旺角彌敦道739號金輪大廈11字樓E室,2398 1778,2787 4237,
H/5185,NEW WING MING GUEST HOUSE,"Flat A1, 16/F, Block A,Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",新永明旅館,九龍尖沙咀彌敦道58號美麗都大廈A座16字樓A1室,2366 5630,2368 5835,
H/5190,喜運來賓館,"Flat H, 4/F, Kingland Apartments,739 Nathan Road, Mong Kok,Kowloon.",喜運來賓館,九龍旺角彌敦道739號金輪大廈4字樓H室,6288 6658,,
H/5192,CAMERON GUEST HOUSE,"Flat B3, 12/F, Tsim Sha Tsui Mansion,87 Nathan Road, Tsim Sha Tsui,Kowloon.",金馬倫賓館,九龍尖沙咀彌敦道87號華源大廈12字樓B3室,,,66448247@qq.com
H/5193,THE TEN VILLA,"G/F-1/F, 10 Norfolk Road,Kowloon Tong, Kowloon.",禮和閒休,九龍九龍塘羅福道10號地下-1字樓,2338 6223,8169 9739,
H/5194,KOWLOON MONGKOK 1812 GUEST HOUSE,"Flat 2407, 24/F, Sun Hing Building,607 Nathan Road, Mong Kok,Kowloon.",九龍旺角1812賓館,九龍旺角彌敦道607號新興大廈24字樓2407室,3793 4033,2388 9698,mk1812mk@qq.com
H/5195,ELEGANT HOTEL,"Flat 1605, 16/F, Sincere House,83 Arygle Street, Mong Kok, Kowloon.",典雅賓館,九龍旺角亞皆老街83號先施大廈16字樓1605室,9608 1198,,sm1224@netvigator.com
H/5199,A1 HOTEL,"Flat 1301, 13/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",A1 HOTEL,九龍旺角彌敦道607號新興大廈13字樓1301室,,,
H/5200,香港泰寧賓館,"Flat B1, 2/F, Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",香港泰寧賓館,九龍尖沙咀彌敦道87號華源大廈2字樓B1室,2739 1673,2311 2252,hktaisan@gmail.com
H/5201,YUNG SHUE RED HOTEL,"6/F,152 Shanghai Street,Yau Ma Tei, Kowloon.",榕樹灣紅酒店,九龍油麻地上海街152號6字樓,2487 9939,2420 8099,
H/5202,CEBU GUEST HOUSE,"Flat C6, 9/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui,Kowloon.",CEBU GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈C座9字樓C6室,2721 2900,2111 4508,sandhuhotelhk@gmail.com
H/5205,JASCHA HOTELS,"Flat 8, 5/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",雅舍酒店,九龍尖沙咀彌敦道101號海防大廈5字樓8室,3621 0336,,
H/5206,LE PRABELLE HOTEL,"G/F-Top Roof,372 Portland Street, Mong Kok, Kowloon.",儷凱酒店,九龍旺角砵蘭街372號地下至頂樓,2263 1263,2263 1212,
H/5207,SYDNEY HOSTEL,"Flat E5, 7/F, Block E,Chungking Mansion, 40 Nathan Road,Tsim Sha Tsui, Kowloon.",SYDNEY HOSTEL,九龍尖沙咀彌敦道40號重慶大廈E座7字樓E5室,2117 1693,2117 3529,sdgroupofhotels@gmail.com
H/5209,東方酒店,"Flat B, 6/F, Cheung Hing House,7 Chang Sha Street,Mong Kok, Kowloon.",東方酒店,九龍旺角長沙街7 號祥興樓6字樓B室,2374 2616/2625 1301,2374 2620,
H/5213,ELOG INN,"Flat G, 8/F, Lucky House,22 Jordan Road, Jordan,Kowloon.",意樂館,九龍佐敦佐敦道22號鴻運大樓8字樓G室,9670 7286,3112 1512,
H/5215,AMIGO INN,"Flat A & B, 4/F, Yan Hong Mansion,45-47 Fa Yuen Street, Mong Kok,Kowloon.",亮亮花園酒店,九龍旺角花園街45-47號仁康大廈4字樓A及B室,2332 5226,,
H/5216,SHANGHAI RED HOTEL,"1/F-2/F,152 Shanghai Street,Yau Ma Tei, Kowloon.",上海灣紅酒店,九龍油麻地上海街152號1-2字樓,2487 9939,2420 8099,
H/5217,PRIMO GUESTHOUSE,"Flat E3, 3/F, Block E,Chungking Mansion, 40 Nathan Road,Tsim Sha Tsui, Kowloon.",PRIMO GUESTHOUSE,九龍尖沙咀彌敦道40號重慶大廈E座3字樓E3室,2723 3681,2368 3344,info@canadianhostelhk.com
H/5219,MAPLE INN,"Flat 1, 3/F, Block D, Tsim Sha Tsui Mansion,87 Nathan Road, Tsim Sha Tsui, Kowloon.",楓葉酒店,九龍尖沙咀彌敦道87號華源大廈D座3字樓1室,6993 0963,,mapleinns@gmail.com
H/5220,MILAN PREMIUM GUEST HOUSE,"Flat E1, 16/F, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",MILAN PREMIUM GUEST HOUSE,九龍尖沙咀彌敦道58號美麗都大廈16字樓E1室,2732 2666,2369 1766,accounts@premiumguesthouse.com
H/5221,VICTORIA RED HOTEL,"3/F & 5/F,152 Shanghai Street,Yau Ma Tei, Kowloon.",維港灣紅酒店,九龍油麻地上海街152號3及5字樓,2487 9939,2420 8099,
H/5229,EUROPEAN PREMIUM GUEST HOUSE,"Flat D4, 12/F, Block D,Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",EUROPEAN PREMIUM GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈D座12字樓D4室,2732 2666,2369 1766,accounts@premiumguesthouse.com
H/5230,WING TAI GUESTHOUSE,"Flat C, 3/F, Pak Lok Building,322-326A Nathan Road, Jordan,Kowloon.",榮泰賓館,九龍佐敦彌敦道322-326A號百樂大廈3字樓C室,2770 7318,2385 6764,chanwansun@hotmail.com
H/5231,怡家酒店,"Flat B, 10/F, Chun Yee Building,731-733 Nathan Road, Mong Kok,Kowloon. ",怡家酒店,九龍旺角彌敦道731-733號振宜大廈10字樓B室,9803 2647,3493 6934,
H/5232,ROSEVILLE INN,"Flat 1615, 16/F, Sincere House,83 Arygle Street, Mong Kok,Kowloon.",怡心商務賓館,九龍旺角亞皆老街83號先施大廈16字樓1615室,5741 9656,,rosevilleinnmk@gmail.com
H/5234,SOHO HOTEL,"Flat B, 1/F, 16A Elgin Street, Central, Hong Kong.",蘇豪酒店,香港中環伊利近街16A號1字樓B室,2253 0028,2374 2620,chanchiuping1226@gmail.com
H/5235,NEW GARDEN GUEST HOUSE,"Flat D, 7/F, Fook Kiu Mansion,34-36A Cameron Road,Tsim Sha Tsui, Kowloon.",NEW GARDEN GUEST HOUSE,九龍尖沙咀金馬倫道34-36A號福僑大廈7字樓D室,2367 2284,3705 0155,starguesthouse@gmail.com
H/5236,RELIANCE INTERNATIONAL,"Flat C4, Block C,12/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",萊斯國際,九龍尖沙咀彌敦道40號重慶大廈C座12字樓C4室,,,
H/5238,I-HOSTEL,"Flat A, 3/F, Majestic House,80 Nathan Road, Tsim Sha Tsui,Kowloon.",我的旅店,九龍尖沙咀彌敦道80號金鑾大廈3字樓A室,6533 0653,,
H/5240,T.A.B,"Flat C3, 9/F, Block C,Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",T.A.B,九龍尖沙咀彌敦道87號華源大廈C座9字樓C3室,3991 7063,,92hotellimited@gmail.com
H/5243,RING WOOD GUEST HOUSE,"Flat A, 12/F, Majestic House,80 Nathan Road, Tsim Sha Tsui,Kowloon.",鈴木賓館,九龍尖沙咀彌敦道80號金鑾大廈12字樓A室,6768 7101,,jessecth@gmail.com
H/5247,HILLARY HOTEL,"3/F-4/F, 149 Lai Chi Kok Road,Sham Shui Po, Kowloon.",熙雋酒店,九龍深水埗荔枝角道149號3-4字樓,3628 0888,3628 0889,enquiry_vphotel@venkin-group.com
H/5248,ROOMLORD,"Flat I, 5/F Wing Lee Building,27-33 Kimberley Road, Tsim Sha Tsui, Kowloon.",旅房,九龍尖沙咀金巴利道27-33號永利大廈5字樓I室,9134 1393,,irisddng@gmail.com
H/5252,ISLAND INN,"Flat 5, 11/F, Block A,Kiu Kwan Mansion, 395 King's Road,North Point, Hong kong.",港逸客棧,香港北角英皇道395號僑冠大廈A座11字樓5室,3995 0192,,wongchiu@yahoo.com
H/5255,ASAP,"1/F, 427 Reclamation Street,Mong Kok, Kowloon.",ASAP,九龍旺角新填地街427號1字樓,,,
H/5258,SMART HOTEL COMPANY LIMITED,"Flat D, 6/F, Wing Lee Building,27-33 Kimberley Road,Tsim Sha Tsui, Kowloon.",時尚酒店有限公司,九龍尖沙咀金巴利道27-33號永利大廈6字樓D室,2580 1518,2555 1034,
H/5259,LYTON HOUSE,"Flat H, 3/F, Lyton Building,32-48 Mody Road, Tsim Sha Tsui, Kowloon.",麗東賓館,九龍尖沙咀麼地道32-48號麗東大廈3字樓H室,2311 9231,,
H/5260,SUN WAH GUEST HOUSE,"Flat 14, 3/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",新華賓館,九龍旺角西洋菜南街14-24號榮華大樓3字樓14室,9736 7226/2780 9492,2770 6706,
H/5263,TAI WAH BOUTIQUE HOSTEL,"Flat A7 & A8, 8/F, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",大華精品旅店,九龍尖沙咀彌敦道58號美麗都大廈8字樓A7及A8室,2722 7369,3525 1330,
H/5264,PARIS GUESTHOUSE,"Flat B2, 13/F,Tsim Sha Tsui Mansion, 87 Nathan Road,Tsim Sha Tsui, Kowloon.",巴黎賓館,九龍尖沙咀彌敦道87號華源大廈13字樓B2室,6653 1450,,hkhosteltst@gmail.com
H/5265,CORAL INN,"Flat D2, 9/F, Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",珊瑚酒店,九龍尖沙咀彌敦道87號華源大廈9字樓D2室,5933 2220,,coralinns@gmail.com
H/5268,WAI FUK GUESTHOUSE,"Flat A8,3/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",惠福旅館,九龍尖沙咀彌敦道58號美麗都大廈3字樓A8室,6253 5600,,
